transaction_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
HKT-12198,organic_search,Q4-2023-All-Brands,,HKU-38848,Multivitamin,2025-06-04,1,747.72
HKT-12199,organic_search,Q4-2023-All-Brands,,HKU-23440,SuperMilk for Kids,2025-06-23,1,3140.54
HKT-12200,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-13217,BCAA Pro,2025-06-29,1,1999.99
HKT-12201,direct,Q4-2023-All-Brands,,HKU-38174,BCAA Pro,2025-06-05,1,3836.71
HKT-12202,influencer_campaign,Q4-2023-All-Brands,HKI-1042,HKU-13225,Skin Radiance Collagen,2025-06-05,1,1696.99
HKT-12203,organic_search,Q4-2023-All-Brands,,HKU-38735,BCAA Pro,2025-06-08,1,793.62
HKT-12204,organic_search,Q4-2023-All-Brands,,HKU-21389,Biozyme Whey,2025-04-25,1,3732.28
HKT-12205,organic_search,Q4-2023-All-Brands,,HKU-48231,Active Teen Whey,2025-07-14,1,831.04
HKT-12206,organic_search,Q4-2023-All-Brands,,HKU-17561,Biozyme Whey,2025-06-06,1,742.34
HKT-12207,influencer_campaign,Q4-2023-All-Brands,HKI-1035,HKU-49280,Skin Radiance Collagen,2025-05-20,1,1519.14
HKT-12208,organic_search,Q4-2023-All-Brands,,HKU-47205,SuperMilk for Kids,2025-05-08,1,1443.77
HKT-12209,direct,Q4-2023-All-Brands,,HKU-31040,Skin Radiance Collagen,2025-05-25,1,3614.31
HKT-12210,organic_search,Q4-2023-All-Brands,,HKU-22195,SuperMilk for Kids,2025-05-23,1,2972.13
HKT-12211,organic_search,Q4-2023-All-Brands,,HKU-21684,BCAA Pro,2025-07-20,1,1460.1
HKT-12212,organic_search,Q4-2023-All-Brands,,HKU-32046,Multivitamin,2025-07-08,1,828.39
HKT-12213,direct,Q4-2023-All-Brands,,HKU-42973,BCAA Pro,2025-06-22,1,2979.26
HKT-12214,direct,Q4-2023-All-Brands,,HKU-42728,Fish Oil,2025-07-01,1,960.93
HKT-12215,direct,Q4-2023-All-Brands,,HKU-49162,Fish Oil,2025-07-20,1,2187.97
HKT-12216,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-14095,Fish Oil,2025-05-10,1,1868.36
HKT-12217,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-34389,Multivitamin,2025-07-17,1,2744.33
HKT-12218,organic_search,Q4-2023-All-Brands,,HKU-15296,Creatine Monohydrate,2025-05-09,1,3048.36
HKT-12219,influencer_campaign,Q4-2023-All-Brands,HKI-1008,HKU-18947,Active Teen Whey,2025-05-06,1,3036.32
HKT-12220,organic_search,Q4-2023-All-Brands,,HKU-27259,Skin Radiance Collagen,2025-06-29,1,674.61
HKT-12221,direct,Q4-2023-All-Brands,,HKU-18417,Multivitamin,2025-06-09,1,1958.6
HKT-12222,organic_search,Q4-2023-All-Brands,,HKU-15594,SuperMilk for Kids,2025-05-18,1,1112.74
HKT-12223,influencer_campaign,Q4-2023-All-Brands,HKI-1018,HKU-40748,Skin Radiance Collagen,2025-06-25,1,3153.9
HKT-12224,influencer_campaign,Q4-2023-All-Brands,HKI-1025,HKU-48060,Biozyme Whey,2025-05-26,1,3870.16
HKT-12225,direct,Q4-2023-All-Brands,,HKU-29584,Multivitamin,2025-05-04,1,3221.58
HKT-12226,influencer_campaign,Q4-2023-All-Brands,HKI-1007,HKU-19780,SuperMilk for Kids,2025-07-14,1,2822.12
HKT-12227,organic_search,Q4-2023-All-Brands,,HKU-36395,BCAA Pro,2025-06-17,1,2419.11
HKT-12228,influencer_campaign,Q4-2023-All-Brands,HKI-1031,HKU-33477,Fish Oil,2025-05-06,1,1311.8
HKT-12229,organic_search,Q4-2023-All-Brands,,HKU-28377,BCAA Pro,2025-06-18,1,1075.7
HKT-12230,influencer_campaign,Q4-2023-All-Brands,HKI-1044,HKU-26650,BCAA Pro,2025-04-30,1,501.2
HKT-12231,organic_search,Q4-2023-All-Brands,,HKU-12973,Biozyme Whey,2025-06-04,1,2278.26
HKT-12232,organic_search,Q4-2023-All-Brands,,HKU-17988,Active Teen Whey,2025-07-04,1,2373.6
HKT-12233,organic_search,Q4-2023-All-Brands,,HKU-32418,Creatine Monohydrate,2025-06-24,1,1227.67
HKT-12234,organic_search,Q4-2023-All-Brands,,HKU-27127,Biozyme Whey,2025-05-25,1,3929.44
HKT-12235,organic_search,Q4-2023-All-Brands,,HKU-10446,BCAA Pro,2025-04-25,1,2930.6
HKT-12236,organic_search,Q4-2023-All-Brands,,HKU-15419,Skin Radiance Collagen,2025-06-11,1,3739.16
HKT-12237,organic_search,Q4-2023-All-Brands,,HKU-41683,Skin Radiance Collagen,2025-05-09,1,2765.75
HKT-12238,organic_search,Q4-2023-All-Brands,,HKU-22565,Skin Radiance Collagen,2025-06-21,1,3455.84
HKT-12239,direct,Q4-2023-All-Brands,,HKU-30563,Creatine Monohydrate,2025-05-04,1,3393.63
HKT-12240,direct,Q4-2023-All-Brands,,HKU-39799,Skin Radiance Collagen,2025-05-11,1,1511.79
HKT-12241,organic_search,Q4-2023-All-Brands,,HKU-14659,Multivitamin,2025-07-09,1,2575.89
HKT-12242,influencer_campaign,Q4-2023-All-Brands,HKI-1047,HKU-12746,BCAA Pro,2025-06-28,1,2417.75
HKT-12243,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-40340,Fish Oil,2025-04-24,1,1029.57
HKT-12244,direct,Q4-2023-All-Brands,,HKU-38386,Fish Oil,2025-07-08,1,1596.62
HKT-12245,organic_search,Q4-2023-All-Brands,,HKU-21251,Skin Radiance Collagen,2025-06-27,1,1240.04
HKT-12246,organic_search,Q4-2023-All-Brands,,HKU-22054,BCAA Pro,2025-05-30,1,1204.76
HKT-12247,organic_search,Q4-2023-All-Brands,,HKU-12765,Biozyme Whey,2025-05-03,1,2798.32
HKT-12248,organic_search,Q4-2023-All-Brands,,HKU-40489,SuperMilk for Kids,2025-04-30,1,2214.47
HKT-12249,organic_search,Q4-2023-All-Brands,,HKU-16130,Active Teen Whey,2025-04-22,1,2856.21
HKT-12250,influencer_campaign,Q4-2023-All-Brands,HKI-1047,HKU-21607,Active Teen Whey,2025-07-19,1,3581.62
HKT-12251,organic_search,Q4-2023-All-Brands,,HKU-45885,Skin Radiance Collagen,2025-07-06,1,3590.34
HKT-12252,direct,Q4-2023-All-Brands,,HKU-26984,Skin Radiance Collagen,2025-05-04,1,1238.44
HKT-12253,organic_search,Q4-2023-All-Brands,,HKU-15030,Active Teen Whey,2025-05-30,1,2046.42
HKT-12254,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-34047,Skin Radiance Collagen,2025-05-09,1,2658.03
HKT-12255,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-39040,SuperMilk for Kids,2025-05-29,1,3420.2
HKT-12256,influencer_campaign,Q4-2023-All-Brands,HKI-1006,HKU-16493,Fish Oil,2025-05-01,1,1454.13
HKT-12257,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-30276,SuperMilk for Kids,2025-05-25,1,2050.31
HKT-12258,organic_search,Q4-2023-All-Brands,,HKU-11708,SuperMilk for Kids,2025-07-12,1,2302.17
HKT-12259,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-30364,SuperMilk for Kids,2025-07-03,1,2187.8
HKT-12260,influencer_campaign,Q4-2023-All-Brands,HKI-1004,HKU-29034,Active Teen Whey,2025-05-07,1,2063.12
HKT-12261,influencer_campaign,Q4-2023-All-Brands,HKI-1022,HKU-44973,Biozyme Whey,2025-04-23,1,1955.52
HKT-12262,organic_search,Q4-2023-All-Brands,,HKU-44984,Multivitamin,2025-07-02,1,3435.14
HKT-12263,direct,Q4-2023-All-Brands,,HKU-17033,Skin Radiance Collagen,2025-05-02,1,3968.37
HKT-12264,organic_search,Q4-2023-All-Brands,,HKU-32919,Multivitamin,2025-06-25,1,2181.09
HKT-12265,organic_search,Q4-2023-All-Brands,,HKU-49803,Multivitamin,2025-06-23,1,3529.94
HKT-12266,organic_search,Q4-2023-All-Brands,,HKU-29295,Active Teen Whey,2025-06-06,1,3402.83
HKT-12267,influencer_campaign,Q4-2023-All-Brands,HKI-1013,HKU-44893,Multivitamin,2025-06-28,1,1467.85
HKT-12268,organic_search,Q4-2023-All-Brands,,HKU-22233,Active Teen Whey,2025-05-09,1,3666.83
HKT-12269,organic_search,Q4-2023-All-Brands,,HKU-13259,Multivitamin,2025-06-26,1,3614.01
HKT-12270,organic_search,Q4-2023-All-Brands,,HKU-22058,Skin Radiance Collagen,2025-06-16,1,2889.27
HKT-12271,organic_search,Q4-2023-All-Brands,,HKU-46770,Biozyme Whey,2025-06-16,1,3212.46
HKT-12272,influencer_campaign,Q4-2023-All-Brands,HKI-1037,HKU-49543,Skin Radiance Collagen,2025-07-18,1,674.83
HKT-12273,organic_search,Q4-2023-All-Brands,,HKU-10909,Skin Radiance Collagen,2025-05-11,1,1556.06
HKT-12274,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-32938,Creatine Monohydrate,2025-05-26,1,1035.36
HKT-12275,organic_search,Q4-2023-All-Brands,,HKU-10955,Biozyme Whey,2025-05-03,1,759.13
HKT-12276,influencer_campaign,Q4-2023-All-Brands,HKI-1010,HKU-20599,BCAA Pro,2025-05-31,1,1772.1
HKT-12277,organic_search,Q4-2023-All-Brands,,HKU-40503,Biozyme Whey,2025-07-16,1,2959.74
HKT-12278,organic_search,Q4-2023-All-Brands,,HKU-41675,Creatine Monohydrate,2025-05-23,1,3183.04
HKT-12279,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-20415,Biozyme Whey,2025-05-24,1,3824.85
HKT-12280,influencer_campaign,Q4-2023-All-Brands,HKI-1022,HKU-25756,BCAA Pro,2025-06-05,1,2938.72
HKT-12281,organic_search,Q4-2023-All-Brands,,HKU-25611,Fish Oil,2025-06-26,1,1886.99
HKT-12282,influencer_campaign,Q4-2023-All-Brands,HKI-1018,HKU-13200,Fish Oil,2025-07-02,1,2527.87
HKT-12283,organic_search,Q4-2023-All-Brands,,HKU-25792,BCAA Pro,2025-04-26,1,2857.33
HKT-12284,organic_search,Q4-2023-All-Brands,,HKU-15857,SuperMilk for Kids,2025-06-11,1,3670.37
HKT-12285,direct,Q4-2023-All-Brands,,HKU-43877,Skin Radiance Collagen,2025-07-16,1,2972.79
HKT-12286,organic_search,Q4-2023-All-Brands,,HKU-29961,Biozyme Whey,2025-05-01,1,1814.51
HKT-12287,organic_search,Q4-2023-All-Brands,,HKU-42878,Skin Radiance Collagen,2025-07-17,1,1056.67
HKT-12288,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-41024,Active Teen Whey,2025-05-17,1,1432.16
HKT-12289,direct,Q4-2023-All-Brands,,HKU-49911,Active Teen Whey,2025-06-14,1,1318.52
HKT-12290,organic_search,Q4-2023-All-Brands,,HKU-21267,Biozyme Whey,2025-04-30,1,3771.12
HKT-12291,organic_search,Q4-2023-All-Brands,,HKU-39814,Biozyme Whey,2025-06-30,1,3233.33
HKT-12292,organic_search,Q4-2023-All-Brands,,HKU-47559,Biozyme Whey,2025-07-12,1,3324.02
HKT-12293,influencer_campaign,Q4-2023-All-Brands,HKI-1018,HKU-31490,BCAA Pro,2025-05-04,1,1997.1
HKT-12294,organic_search,Q4-2023-All-Brands,,HKU-46248,BCAA Pro,2025-05-02,1,3425.01
HKT-12295,organic_search,Q4-2023-All-Brands,,HKU-46109,Multivitamin,2025-07-06,1,1987.89
HKT-12296,organic_search,Q4-2023-All-Brands,,HKU-37072,Fish Oil,2025-04-23,1,2192.17
HKT-12297,organic_search,Q4-2023-All-Brands,,HKU-48378,Fish Oil,2025-06-22,1,3403.9
HKT-12298,direct,Q4-2023-All-Brands,,HKU-17873,SuperMilk for Kids,2025-05-29,1,1725.31
HKT-12299,organic_search,Q4-2023-All-Brands,,HKU-23613,Skin Radiance Collagen,2025-06-09,1,1020.0
HKT-12300,organic_search,Q4-2023-All-Brands,,HKU-17616,Skin Radiance Collagen,2025-07-11,1,2105.97
HKT-12301,organic_search,Q4-2023-All-Brands,,HKU-33417,Skin Radiance Collagen,2025-06-19,1,2173.75
HKT-12302,organic_search,Q4-2023-All-Brands,,HKU-38583,Skin Radiance Collagen,2025-06-01,1,527.51
HKT-12303,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-41340,Fish Oil,2025-06-20,1,3107.9
HKT-12304,influencer_campaign,Q4-2023-All-Brands,HKI-1011,HKU-35465,Multivitamin,2025-05-01,1,849.0
HKT-12305,organic_search,Q4-2023-All-Brands,,HKU-45509,Biozyme Whey,2025-07-06,1,816.78
HKT-12306,organic_search,Q4-2023-All-Brands,,HKU-11938,Multivitamin,2025-04-30,1,678.57
HKT-12307,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-11272,BCAA Pro,2025-07-10,1,1417.4
HKT-12308,direct,Q4-2023-All-Brands,,HKU-49466,Skin Radiance Collagen,2025-05-12,1,1127.33
HKT-12309,organic_search,Q4-2023-All-Brands,,HKU-44043,Biozyme Whey,2025-05-05,1,3719.58
HKT-12310,organic_search,Q4-2023-All-Brands,,HKU-39123,Fish Oil,2025-06-04,1,2358.36
HKT-12311,influencer_campaign,Q4-2023-All-Brands,HKI-1047,HKU-16202,SuperMilk for Kids,2025-07-04,1,3819.49
HKT-12312,direct,Q4-2023-All-Brands,,HKU-43424,BCAA Pro,2025-07-05,1,2792.74
HKT-12313,organic_search,Q4-2023-All-Brands,,HKU-17252,BCAA Pro,2025-06-07,1,851.51
HKT-12314,organic_search,Q4-2023-All-Brands,,HKU-37718,Active Teen Whey,2025-06-20,1,1588.22
HKT-12315,organic_search,Q4-2023-All-Brands,,HKU-16619,SuperMilk for Kids,2025-04-22,1,1027.89
HKT-12316,organic_search,Q4-2023-All-Brands,,HKU-33940,BCAA Pro,2025-06-04,1,961.98
HKT-12317,organic_search,Q4-2023-All-Brands,,HKU-41940,Multivitamin,2025-06-26,1,1709.74
HKT-12318,organic_search,Q4-2023-All-Brands,,HKU-10905,Active Teen Whey,2025-05-03,1,1470.64
HKT-12319,influencer_campaign,Q4-2023-All-Brands,HKI-1025,HKU-22950,Fish Oil,2025-05-10,1,2021.46
HKT-12320,organic_search,Q4-2023-All-Brands,,HKU-25984,Biozyme Whey,2025-06-29,1,3328.94
HKT-12321,organic_search,Q4-2023-All-Brands,,HKU-22148,Skin Radiance Collagen,2025-07-13,1,3305.18
HKT-12322,organic_search,Q4-2023-All-Brands,,HKU-37860,BCAA Pro,2025-07-04,1,2454.26
HKT-12323,organic_search,Q4-2023-All-Brands,,HKU-47562,Fish Oil,2025-05-27,1,2286.83
HKT-12324,organic_search,Q4-2023-All-Brands,,HKU-25819,Multivitamin,2025-05-15,1,1690.5
HKT-12325,organic_search,Q4-2023-All-Brands,,HKU-40694,Skin Radiance Collagen,2025-06-19,1,2236.46
HKT-12326,influencer_campaign,Q4-2023-All-Brands,HKI-1013,HKU-41084,Biozyme Whey,2025-06-08,1,2139.5
HKT-12327,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-46174,Biozyme Whey,2025-05-12,1,2668.41
HKT-12328,organic_search,Q4-2023-All-Brands,,HKU-39602,Biozyme Whey,2025-05-16,1,3142.84
HKT-12329,organic_search,Q4-2023-All-Brands,,HKU-24812,BCAA Pro,2025-04-24,1,3855.93
HKT-12330,organic_search,Q4-2023-All-Brands,,HKU-49405,Multivitamin,2025-04-30,1,1368.43
HKT-12331,influencer_campaign,Q4-2023-All-Brands,HKI-1040,HKU-45098,SuperMilk for Kids,2025-05-17,1,1543.45
HKT-12332,direct,Q4-2023-All-Brands,,HKU-24245,Fish Oil,2025-07-03,1,3646.05
HKT-12333,organic_search,Q4-2023-All-Brands,,HKU-32042,Active Teen Whey,2025-05-06,1,2818.73
HKT-12334,organic_search,Q4-2023-All-Brands,,HKU-25159,Creatine Monohydrate,2025-07-10,1,3696.19
HKT-12335,organic_search,Q4-2023-All-Brands,,HKU-20184,Skin Radiance Collagen,2025-05-19,1,3676.4
HKT-12336,organic_search,Q4-2023-All-Brands,,HKU-36300,Creatine Monohydrate,2025-06-26,1,1212.86
HKT-12337,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-14102,Biozyme Whey,2025-05-03,1,3140.22
HKT-12338,organic_search,Q4-2023-All-Brands,,HKU-27874,SuperMilk for Kids,2025-06-23,1,894.06
HKT-12339,organic_search,Q4-2023-All-Brands,,HKU-38501,Skin Radiance Collagen,2025-07-06,1,2498.74
HKT-12340,organic_search,Q4-2023-All-Brands,,HKU-10710,SuperMilk for Kids,2025-06-04,1,1698.34
HKT-12341,organic_search,Q4-2023-All-Brands,,HKU-37164,Fish Oil,2025-06-25,1,2052.42
HKT-12342,direct,Q4-2023-All-Brands,,HKU-12660,Biozyme Whey,2025-05-04,1,1753.41
HKT-12343,organic_search,Q4-2023-All-Brands,,HKU-13296,Fish Oil,2025-05-10,1,3174.92
HKT-12344,organic_search,Q4-2023-All-Brands,,HKU-34741,Multivitamin,2025-04-25,1,3821.5
HKT-12345,organic_search,Q4-2023-All-Brands,,HKU-34858,Fish Oil,2025-05-26,1,2591.81
HKT-12346,influencer_campaign,Q4-2023-All-Brands,HKI-1038,HKU-23633,SuperMilk for Kids,2025-07-07,1,1619.47
HKT-12347,influencer_campaign,Q4-2023-All-Brands,HKI-1034,HKU-38206,Fish Oil,2025-05-29,1,2223.46
HKT-12348,influencer_campaign,Q4-2023-All-Brands,HKI-1049,HKU-20781,SuperMilk for Kids,2025-05-24,1,777.82
HKT-12349,organic_search,Q4-2023-All-Brands,,HKU-47430,Skin Radiance Collagen,2025-04-25,1,2936.52
HKT-12350,organic_search,Q4-2023-All-Brands,,HKU-17758,BCAA Pro,2025-05-17,1,2106.27
HKT-12351,organic_search,Q4-2023-All-Brands,,HKU-44557,Creatine Monohydrate,2025-07-05,1,3827.7
HKT-12352,organic_search,Q4-2023-All-Brands,,HKU-33219,Active Teen Whey,2025-06-08,1,3159.36
HKT-12353,direct,Q4-2023-All-Brands,,HKU-35784,Skin Radiance Collagen,2025-07-19,1,1996.17
HKT-12354,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-48832,BCAA Pro,2025-07-19,1,1094.43
HKT-12355,organic_search,Q4-2023-All-Brands,,HKU-35575,Skin Radiance Collagen,2025-04-29,1,3079.07
HKT-12356,organic_search,Q4-2023-All-Brands,,HKU-43272,Multivitamin,2025-05-08,1,2619.21
HKT-12357,organic_search,Q4-2023-All-Brands,,HKU-25813,Multivitamin,2025-05-21,1,2244.65
HKT-12358,organic_search,Q4-2023-All-Brands,,HKU-19896,Active Teen Whey,2025-05-05,1,794.37
HKT-12359,influencer_campaign,Q4-2023-All-Brands,HKI-1041,HKU-23278,Biozyme Whey,2025-07-13,1,3740.06
HKT-12360,organic_search,Q4-2023-All-Brands,,HKU-13259,Skin Radiance Collagen,2025-07-20,1,1080.49
HKT-12361,influencer_campaign,Q4-2023-All-Brands,HKI-1005,HKU-35400,SuperMilk for Kids,2025-06-20,1,2516.33
HKT-12362,organic_search,Q4-2023-All-Brands,,HKU-37093,Active Teen Whey,2025-05-07,1,2235.08
HKT-12363,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-34939,Creatine Monohydrate,2025-07-10,1,3957.3
HKT-12364,influencer_campaign,Q4-2023-All-Brands,HKI-1031,HKU-24625,Active Teen Whey,2025-04-30,1,1302.05
HKT-12365,influencer_campaign,Q4-2023-All-Brands,HKI-1005,HKU-12813,Biozyme Whey,2025-06-19,1,3326.28
HKT-12366,influencer_campaign,Q4-2023-All-Brands,HKI-1006,HKU-25343,BCAA Pro,2025-06-21,1,1828.83
HKT-12367,direct,Q4-2023-All-Brands,,HKU-27498,Active Teen Whey,2025-05-03,1,2063.94
HKT-12368,organic_search,Q4-2023-All-Brands,,HKU-18310,Active Teen Whey,2025-05-25,1,3931.41
HKT-12369,organic_search,Q4-2023-All-Brands,,HKU-32797,Fish Oil,2025-06-18,1,3765.79
HKT-12370,organic_search,Q4-2023-All-Brands,,HKU-25379,SuperMilk for Kids,2025-07-11,1,2795.66
HKT-12371,organic_search,Q4-2023-All-Brands,,HKU-15175,Skin Radiance Collagen,2025-05-20,1,3979.82
HKT-12372,organic_search,Q4-2023-All-Brands,,HKU-49342,Active Teen Whey,2025-07-03,1,3152.55
HKT-12373,organic_search,Q4-2023-All-Brands,,HKU-26248,Biozyme Whey,2025-05-19,1,1544.3
HKT-12374,organic_search,Q4-2023-All-Brands,,HKU-28375,Multivitamin,2025-05-30,1,1070.02
HKT-12375,organic_search,Q4-2023-All-Brands,,HKU-42321,Skin Radiance Collagen,2025-07-20,1,1729.37
HKT-12376,organic_search,Q4-2023-All-Brands,,HKU-24313,Biozyme Whey,2025-06-14,1,1104.37
HKT-12377,organic_search,Q4-2023-All-Brands,,HKU-44727,Skin Radiance Collagen,2025-05-14,1,1284.73
HKT-12378,organic_search,Q4-2023-All-Brands,,HKU-34064,SuperMilk for Kids,2025-05-28,1,2753.54
HKT-12379,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-23807,Multivitamin,2025-06-15,1,1292.96
HKT-12380,organic_search,Q4-2023-All-Brands,,HKU-23210,Fish Oil,2025-04-28,1,1130.1
HKT-12381,organic_search,Q4-2023-All-Brands,,HKU-20800,Multivitamin,2025-05-22,1,1195.63
HKT-12382,organic_search,Q4-2023-All-Brands,,HKU-47247,Active Teen Whey,2025-06-10,1,2248.78
HKT-12383,influencer_campaign,Q4-2023-All-Brands,HKI-1039,HKU-19613,Skin Radiance Collagen,2025-06-13,1,3572.7
HKT-12384,direct,Q4-2023-All-Brands,,HKU-48585,SuperMilk for Kids,2025-05-02,1,3621.94
HKT-12385,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-42243,Skin Radiance Collagen,2025-07-08,1,1903.82
HKT-12386,organic_search,Q4-2023-All-Brands,,HKU-10818,Skin Radiance Collagen,2025-06-14,1,2754.92
HKT-12387,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-20135,Active Teen Whey,2025-04-29,1,3934.4
HKT-12388,organic_search,Q4-2023-All-Brands,,HKU-15593,SuperMilk for Kids,2025-05-21,1,3565.64
HKT-12389,organic_search,Q4-2023-All-Brands,,HKU-31150,Biozyme Whey,2025-05-18,1,3907.45
HKT-12390,organic_search,Q4-2023-All-Brands,,HKU-38224,Multivitamin,2025-06-09,1,842.39
HKT-12391,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-19931,Multivitamin,2025-07-17,1,3793.29
HKT-12392,organic_search,Q4-2023-All-Brands,,HKU-33283,Fish Oil,2025-05-01,1,992.15
HKT-12393,organic_search,Q4-2023-All-Brands,,HKU-41139,Skin Radiance Collagen,2025-07-03,1,1668.67
HKT-12394,influencer_campaign,Q4-2023-All-Brands,HKI-1012,HKU-33225,Biozyme Whey,2025-06-23,1,3745.77
HKT-12395,organic_search,Q4-2023-All-Brands,,HKU-15873,Multivitamin,2025-07-02,1,3024.08
HKT-12396,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-42446,Skin Radiance Collagen,2025-07-04,1,3304.76
HKT-12397,organic_search,Q4-2023-All-Brands,,HKU-33122,Creatine Monohydrate,2025-05-17,1,998.93
HKT-12398,influencer_campaign,Q4-2023-All-Brands,HKI-1024,HKU-31120,Biozyme Whey,2025-05-25,1,2911.35
HKT-12399,organic_search,Q4-2023-All-Brands,,HKU-20209,Active Teen Whey,2025-04-26,1,864.92
HKT-12400,organic_search,Q4-2023-All-Brands,,HKU-24055,Active Teen Whey,2025-05-27,1,1804.43
HKT-12401,direct,Q4-2023-All-Brands,,HKU-42562,SuperMilk for Kids,2025-05-23,1,2841.12
HKT-12402,organic_search,Q4-2023-All-Brands,,HKU-29005,Creatine Monohydrate,2025-05-28,1,2466.69
HKT-12403,organic_search,Q4-2023-All-Brands,,HKU-44350,BCAA Pro,2025-06-02,1,1922.75
HKT-12404,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-17729,Fish Oil,2025-05-08,1,3500.72
HKT-12405,organic_search,Q4-2023-All-Brands,,HKU-38080,Creatine Monohydrate,2025-06-04,1,774.69
HKT-12406,influencer_campaign,Q4-2023-All-Brands,HKI-1043,HKU-22056,Fish Oil,2025-05-14,1,1593.61
HKT-12407,organic_search,Q4-2023-All-Brands,,HKU-38921,Active Teen Whey,2025-06-14,1,591.84
HKT-12408,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-49504,Multivitamin,2025-06-05,1,3859.82
HKT-12409,influencer_campaign,Q4-2023-All-Brands,HKI-1008,HKU-16089,Biozyme Whey,2025-05-29,1,1406.76
HKT-12410,organic_search,Q4-2023-All-Brands,,HKU-20675,SuperMilk for Kids,2025-04-22,1,537.85
HKT-12411,influencer_campaign,Q4-2023-All-Brands,HKI-1025,HKU-40063,Fish Oil,2025-06-06,1,1129.15
HKT-12412,organic_search,Q4-2023-All-Brands,,HKU-35767,Multivitamin,2025-07-05,1,786.24
HKT-12413,direct,Q4-2023-All-Brands,,HKU-36322,BCAA Pro,2025-07-05,1,596.1
HKT-12414,direct,Q4-2023-All-Brands,,HKU-33651,Creatine Monohydrate,2025-05-10,1,1968.79
HKT-12415,direct,Q4-2023-All-Brands,,HKU-38695,Fish Oil,2025-05-07,1,1657.19
HKT-12416,organic_search,Q4-2023-All-Brands,,HKU-26788,Active Teen Whey,2025-05-08,1,526.72
HKT-12417,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-33824,BCAA Pro,2025-05-29,1,1924.66
HKT-12418,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-48701,Fish Oil,2025-07-13,1,1018.87
HKT-12419,organic_search,Q4-2023-All-Brands,,HKU-43027,Active Teen Whey,2025-06-13,1,617.38
HKT-12420,influencer_campaign,Q4-2023-All-Brands,HKI-1034,HKU-16960,Skin Radiance Collagen,2025-05-15,1,2567.1
HKT-12421,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-29513,Fish Oil,2025-07-04,1,1108.63
HKT-12422,influencer_campaign,Q4-2023-All-Brands,HKI-1041,HKU-37129,Active Teen Whey,2025-05-25,1,2403.9
HKT-12423,influencer_campaign,Q4-2023-All-Brands,HKI-1047,HKU-32054,Creatine Monohydrate,2025-05-12,1,3125.44
HKT-12424,influencer_campaign,Q4-2023-All-Brands,HKI-1006,HKU-15623,Creatine Monohydrate,2025-06-11,1,3506.79
HKT-12425,influencer_campaign,Q4-2023-All-Brands,HKI-1050,HKU-32184,SuperMilk for Kids,2025-07-01,1,961.74
HKT-12426,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-48634,Creatine Monohydrate,2025-05-10,1,2359.77
HKT-12427,organic_search,Q4-2023-All-Brands,,HKU-29434,SuperMilk for Kids,2025-06-22,1,3380.73
HKT-12428,organic_search,Q4-2023-All-Brands,,HKU-26410,Skin Radiance Collagen,2025-07-14,1,1809.15
HKT-12429,organic_search,Q4-2023-All-Brands,,HKU-40261,Multivitamin,2025-06-01,1,757.61
HKT-12430,organic_search,Q4-2023-All-Brands,,HKU-16434,Active Teen Whey,2025-07-08,1,877.47
HKT-12431,direct,Q4-2023-All-Brands,,HKU-14417,BCAA Pro,2025-04-22,1,3175.23
HKT-12432,organic_search,Q4-2023-All-Brands,,HKU-31766,Multivitamin,2025-07-11,1,2591.89
HKT-12433,organic_search,Q4-2023-All-Brands,,HKU-19148,SuperMilk for Kids,2025-05-07,1,2984.59
HKT-12434,organic_search,Q4-2023-All-Brands,,HKU-36465,BCAA Pro,2025-04-30,1,1459.57
HKT-12435,influencer_campaign,Q4-2023-All-Brands,HKI-1011,HKU-14946,Biozyme Whey,2025-05-14,1,2689.25
